id,vader_neg,vader_neu,vader_pos,vader_compound,snippet.textOrginal,snippet.likeCount,snippet.publishedAt
UgwS83NJIuXfXK2heJx4AaABAg,0.02,0.783,0.197,0.9801,"See, what I do is make transformative work like a YouTube music video with stuffed animals or my creative fursuits to an already released song or an Instagram edit to a song using only 30 seconds of the song or a remix but once my work get demonitized or copyright claimed or restricted from certain countries or taken down, I then let the copy right owners do what they want. I don't worry about making money off the work or anything because it's transformative and I just do it as a creative hobby which I wasn't planning to make money off of anyways. Also, the creative works I do are kind of like advertising for attracting new fans to the stuff I included in the videos. Now, if I were to make money off of something, I would make sure that everything presented is my original work or at least I am legally allowed to do so with licensing, etc.",0,2021-07-03T18:02:34Z
UgzILXL1TIhSBDxPrg54AaABAg,0.0,1.0,0.0,0.0,3:00 Jay Foreman?,0,2021-07-03T13:24:18Z
UgwXUQcty0ee6Sq-Mbt4AaABAg,0.097,0.755,0.148,0.1406,You know none of this would happen if everyone was generous and was happy with not making money off their own work. But people are greedy.,1,2021-07-03T13:09:35Z
UgxqS9nknambuvpglKJ4AaABAg,0.0,0.745,0.255,0.34,Props to that lawyer that played the vampire,0,2021-07-03T08:59:56Z
UgzFP7f5SbufCi29uOt4AaABAg,0.0,0.861,0.139,0.4404,"Sooo, far too much content is relying solely on the possibility of massive public backlash? Let's hope it lasts",0,2021-07-03T08:42:02Z
UgwGoV40PoZbnOyLPap4AaABAg,0.231,0.769,0.0,-0.128,Got a copyright strike ad before this,2,2021-07-03T07:58:59Z
Ugyv-hIojWct4xicCI94AaABAg,0.504,0.496,0.0,-0.7269,I too scream in terror when my phone rings,1,2021-07-03T05:21:03Z
Ugwm0cfBDeO0UdswFIl4AaABAg,0.0,1.0,0.0,0.0,"15:12 Because that's how ""GIF"" is pronounced. You don't pronounce ""Graphics"" as ""Jiraphics""... -_-",0,2021-07-02T22:19:23Z
Ugx8n27iUfnXc6EtnxV4AaABAg,0.0,0.323,0.677,0.6369,11:52 love it,0,2021-07-02T21:38:05Z
UgwlAmNZxJdWaNfN6E94AaABAg,0.181,0.819,0.0,-0.4767,YouTube's system is a simplified version of the international one. SO technically YouTube's system IS broken.,0,2021-07-02T16:40:36Z
UgzuFmMGKz_dZ1l9HC54AaABAg,0.0,1.0,0.0,0.0,How caption floating around?,0,2021-07-02T16:28:48Z
Ugy3oOdRiBYNfIt4sbN4AaABAg,0.0,0.625,0.375,0.5574,8:49 is the funniest part so far,0,2021-07-02T04:32:57Z
UgxustzAcx9NEOH7CoR4AaABAg,0.0,0.72,0.28,0.7776,"I know this probably doesn’t sound like much coming from a nobody like me, but you are really good at getting me hooked on education",56,2021-07-02T04:28:58Z
UgxIDW0eiW5kHSC6gpl4AaABAg,0.0,0.922,0.078,0.5106,"What about people selling celebratory cakes, such as birthday ones, incorporating their own fabrications which amount to a visual likeness to a cartoon character the intellectual property in which belongs to another and they have not had legitimate permission to do so?",0,2021-07-02T03:31:21Z
UgxzDWDTSXZdQYnGjjJ4AaABAg,0.0,0.745,0.255,0.34,Of course tom can also play the piano...,0,2021-07-02T00:24:11Z
Ugxrc6o8TRQhjHHRSMF4AaABAg,0.0,0.783,0.217,0.3612,Your video company lawyer's voice sounds a lot like Microsoft Sam.,0,2021-07-01T20:12:15Z
UgxuKoWenqzTaaW_Ogh4AaABAg,0.0,0.444,0.556,0.3612,I agree with 20,0,2021-07-01T10:46:49Z
Ugy6gZNcCK3zd2YqeV54AaABAg,0.126,0.82,0.054,-0.9417,"The problem is that humans.have a natural urge to be selfishly greedy, which is why there exists ownership of resources—property. Given the existential risk involved in physically fighting each other to acquire ownership of a resource, we have come to impose upon ourselves the ""civil"" alternative we call ""trade"". This necessarily imposes upon ourselves some kind of set of governing rules, to wit, an economic system, which necessarily puts price stickers on everything. Since we each have only a finite amount of resources (such as money) with which to trade at any given time, an economic system is a rationing system, allocating resources according to some or other criterion. (Capitalism, for example, allocates resources fundamentally according to the individual's innate ability to acquire them, which is unfair given that innate ability is unchosen, unalterable and personally unique, resulting in inequality of personal outcomes. Capitalism is also inefficient; for example, rival pharmacological companies not sharing commercially sensitive research—hiding research-discovery pieces of the same treatment jigsaw from each other—resulting in unnecessary duplication of effort and precluding the efficiency which is the building upon each other's research and discoveries. ""USSR communist-type"" economies stifle endeavour as the people are allocated resources equally no matter what any individual's productive output. *All* economic systems are unfair and inefficient, stifling progress, by definition.) We don't need economic systems—they're not like gravity. Let's abandon them.",0,2021-07-01T08:37:50Z
UgwH5nW11YDa3kpp7iV4AaABAg,0.0,1.0,0.0,0.0,15:13 i had to turn on captions for this part and im a native english speaker,0,2021-07-01T07:46:44Z
UgyhV_M_VfW4MnTAqB14AaABAg,0.052,0.881,0.067,0.1451,"I am a (very very small) streamer and one of the things I personally have got massively in the habit of doing is only streaming games that specifically say I can in the EULA. If I can't find it in the EULA, I check to see if other people have played it, or if there's anything saying I can on their website. Would it not be true to say that a game that says something like ""streaming this game is allowed"" (but in legalese) in the EULA could not then come at someone who does stream or create a youtube video on it for copyright infringement?",3,2021-07-01T00:27:28Z
UgzddFEIQ4aNhXy4-VN4AaABAg,0.556,0.444,0.0,-0.3612,This world sucks.,0,2021-07-01T00:10:59Z
Ugwnggm0Vi0-QBzjIzR4AaABAg,0.0,0.588,0.412,0.6369,2:59 this is why i love jay foreman,0,2021-06-30T16:14:22Z
UgwXory7Cni_HH79GtV4AaABAg,0.443,0.557,0.0,-0.8385,5:00 did you had to censor the album covers? what the hell?,0,2021-06-30T14:22:01Z
UgwjF3HL-jBcgUFOaMd4AaABAg,0.083,0.917,0.0,-0.2023,Imagine if copyright was forever and the descendants of the inventor charged every time someone wanted to use the *WHEEL* ...,891,2021-06-30T11:36:58Z
UgxSm0gF-93b9h5n6pl4AaABAg,0.0,1.0,0.0,0.0,map men!,0,2021-06-30T09:12:09Z
UgycRgM74x4TlSex8Jl4AaABAg,0.028,0.848,0.125,0.9199,"I'm a little confused by some of this. How could a ""Let's Play"" or streaming yourself playing a video game not be considered transformative? Perhaps I'm a bit thick, but it seems like the literal definition of transformative as you're transforming a video game into a video. I mean, if I published a game containing assets they had a copyright to, sure sue me, but the copyright holder is presumably in the business of producing and selling video games and not videos of people playing video games, right?

I realize this is all case law based and there is no way to definitively determine something that hasn't had a related case go all the way through the courts, but as a thought experiment: if I were to write a computer program that created abstract images by using sound waves as an input, could a music company sue me for creating and selling images based on their copyrighted music?",0,2021-06-30T00:09:23Z
UgzCPSko-XEn6kmJM0l4AaABAg,0.082,0.695,0.222,0.9106,"I think it's because creative works have an inflated value because of capitalism. So people who create entertainment, which is of significantly less value than most low paying jobs and a few high paying ones, we instinctively baulk. There really is no value to society in entertainment and in many cases it is incredibly toxic, creating stereotypes that ruin lives. I mean, I enjoy entertainment, but something in me just hates that rich people can create something that gets them so much money. Because they don't deserve that kind of money.  I mean, I come from a social democratic country so maybe that is why.",0,2021-06-29T17:54:19Z
UgyA7Y60FTxvH4cBPtZ4AaABAg,0.0,0.625,0.375,0.34,Tom can play the piano?,1,2021-06-29T16:41:53Z
UgxUmjZWsWDOimbzF314AaABAg,0.2,0.696,0.104,-0.296,Getting someone to claim they lost sales because of a let's play is NOT the same as them proving loss.,0,2021-06-29T16:09:31Z
UgyS9fydrrszMISqTHJ4AaABAg,0.205,0.795,0.0,-0.4767,I cant believe Tom would say this is how it should be. for shame.,0,2021-06-28T21:22:37Z
UgxeW3wwvKTameigBLF4AaABAg,0.097,0.647,0.255,0.6038,"42 MINUTES OF TOM SCOTT, WOOOOOOOOOOOOOOOOOOO!!




Given, the topic's depressing, but still... wooooooo :>",1,2021-06-28T17:12:06Z
UgyTASuxFbvJutTaISt4AaABAg,0.0,1.0,0.0,0.0,"Hey, do you remember a show called Gogglebox?",0,2021-06-28T15:40:54Z
UgzNiC32HpESyGHUOId4AaABAg,0.0,1.0,0.0,0.0,I think this video was really just to show off his piano skills,1,2021-06-28T07:20:07Z
UgwsWf7TMoUbd1xLf3F4AaABAg,0.0,1.0,0.0,0.0,"Copyright should be abolished.

Or at least regulated.",0,2021-06-28T04:52:50Z
UgwL2RrANHZ_Fb4mdrx4AaABAg,0.382,0.618,0.0,-0.4753,34:28 Stephen King just went broke!,0,2021-06-27T10:46:31Z
Ugy5bnaac1NiaODOa6F4AaABAg,0.0,1.0,0.0,0.0,11:49,0,2021-06-27T07:16:39Z
Ugz0FO1Hdbw96k5Zcp94AaABAg,0.0,0.921,0.079,0.2023,"I’d never buy somthing unless I’ve seen someone playing it , the trailers don’t ususualy show you bugs in the game and such",0,2021-06-27T06:59:37Z
UgzNR1QMxmCArLHkwVp4AaABAg,0.0,0.614,0.386,0.5267,I find 100% of the games I play through let's plays,0,2021-06-27T03:52:44Z
UgwW8GKOLjep6HvaM9J4AaABAg,0.0,1.0,0.0,0.0,"Gif isn't a video format, it is an image format
It is (typically) a collection of images strung together with a timing basis of a jiffy (1/60th of a second) 
But if you only have one layer, it's still a gif, but it's a still image
Download a gif in its proper format and open it in photoshop or GIMP and you'll see what I mean",0,2021-06-26T07:18:30Z
UgzIdNmruREuWVBm9AR4AaABAg,0.0,0.357,0.643,0.6597,I loved that legal eagle cameo.,0,2021-06-26T05:22:57Z
Ugwf8afJniGuhCj_cKN4AaABAg,0.0,0.531,0.469,0.8885,Tom Scott smacking the piano made me genuinely laugh it was well appreciated thank you Mr. Scott.,9,2021-06-26T01:21:33Z
Ugy4IvD93NANb_tW5TJ4AaABAg,0.0,1.0,0.0,0.0,Vampire @ 11:37,0,2021-06-26T01:13:09Z
UgwPRf8E5DiXz1kUHrl4AaABAg,0.0,0.0,1.0,0.6239,Brilliant!,0,2021-06-25T23:50:10Z
UgyNJfSpjODk0nz8cLt4AaABAg,0.0,0.898,0.102,0.4497,"38:45: ""But the long term solution is not to apply another patch, on another patch...""
And this comes from someone who believes in the:art of the bodge""",0,2021-06-25T07:39:17Z
UgyMmL3Hj0nQ6Rd4IeB4AaABAg,0.144,0.856,0.0,-0.1336,"Lobbying will burn this world to the ground, and I don't want to be there to see it",0,2021-06-25T05:34:51Z
UgwYCekajRqv9LOCWPd4AaABAg,0.0,0.907,0.093,0.5574,"I think that whatever new copyright system can get through legislation should have a short set term, followed by renewals. Having a 5 year term, with 3 20 year renewals would allow many of the orphaned works to enter public domain in 5 years, while still allowing active franchises to keep their rights.",0,2021-06-25T04:27:10Z
UgzjdSxuWf-ZZDJai454AaABAg,0.0,1.0,0.0,0.0,YouTube should probably represent you tubers,0,2021-06-25T00:44:25Z
Ugwt5tvF7rHsGrTWxOV4AaABAg,0.137,0.774,0.089,-0.7106,"This video should be mandatory viewing for all Youtube content creators. I can't count the number of times I've tried to explain to people that Content ID is the best they're gonna get under the current laws since the alternative is that YT itself gets sued into oblivion and/or the content creators will personally face lawsuits. Then the ""deferred monetisation"" will seem like heaven in comparison...
I think that the biggest problem, at least in the US, is not with copyright law itself but with how lawsuits are handled. The fact that a defendant (or plaintiff for that matter) in a lawsuit will have to pay their own legal fees regardless if they win or lose means that the mere threat of a lawsuit is enough to make people cave. Of course this isn't really relevant here since Content ID actually *protects* the platform's content creators from lawsuits.",487,2021-06-24T22:20:59Z
UgyMUUUvcSZ7n5_Fs6d4AaABAg,0.278,0.722,0.0,-0.4007,Omg! Why can't we like what we ❤?!,0,2021-06-24T17:37:08Z
UgwQzHhMDmNL7gWijOV4AaABAg,0.136,0.415,0.448,0.7391,It’s like capitalism. It’s shitty but it’s the best option,5,2021-06-24T17:26:33Z
UgwKB1JumrL25PJXS4l4AaABAg,0.158,0.842,0.0,-0.7351,"Try using a 50 plus year old recording of classical music on a youtube video by a composer who passed away more than 100 years ago.... = youtube ""copyright infringement""   = system broken.  There's copyright law ... and there's youtube.",0,2021-06-24T10:07:32Z
UgxANp-MTlAolYmP_NV4AaABAg,0.0,0.719,0.281,0.5994,Almost 5 million views on a 40 minute video. Congratulations. That's a real accomplishment.,0,2021-06-24T05:50:14Z
UgyaRQ3pNH2SvZrFMb54AaABAg,0.193,0.613,0.194,-0.2459,"Takeaway: you can't stop 400,000 shitposters if they really want to steal a stock image.",0,2021-06-24T02:08:22Z
UgzU2UwkYKJirre9SfR4AaABAg,0.141,0.859,0.0,-0.8632,"I've actually been through the content ID thing on both sides and it sucks either way. When someone took my work, I couldn't do anything because they appealed and going through the steps of hiring a lawyer was prohibitively complicated and expensive so I just gave up and their video got reinstated. Then when a company claims my video and I appeal and get a copyright strike for appealing...doing anything else becomes a risk of opening myself up to lawsuit, and not being able to pay a lawyer I'd rather avoid that. Either way the little guy loses.",370,2021-06-24T00:40:28Z
UgyTyt3vKpJsF1RuPL54AaABAg,0.0,1.0,0.0,0.0,What if I touch a photo of an image who owns the rights,0,2021-06-24T00:08:37Z
UgxkSN1-dQrJmV7ZDiJ4AaABAg,0.0,0.672,0.328,0.7056,"I watched this as lockdown started and it really comforted me, thank you Tom Scott",0,2021-06-23T17:41:04Z
UgyqftmJSmM9Lgb-uIN4AaABAg,0.0,0.527,0.473,0.2003,Legal Eagle cameo!,0,2021-06-23T12:29:53Z
UgzCbmKb-Z1mRbsW6bp4AaABAg,0.214,0.58,0.205,-0.1027,"Alright look Tom, Daniel Craig has had some misses as Bond, but Casino Royale was absolutely incredible. And Skyfall too. I just hope No Time To Die puts a good end on his legacy.",1,2021-06-23T04:34:51Z
UgwQuNtGsQJostmY2Hx4AaABAg,0.0,1.0,0.0,0.0,42 minutes and all i can focus on is your pronunciation of pachebel,0,2021-06-23T02:15:40Z
UgxIhnAo6nTx_Xg7nbN4AaABAg,1.0,0.0,0.0,-0.296,No.,0,2021-06-22T02:42:28Z
UgzfJnhGHJF9N0maXqt4AaABAg,0.0,1.0,0.0,0.0,"0:11
If Tom was a gaming/reaction Youtuber",1,2021-06-21T19:23:21Z
UgyB56PVSEKVGiB5KfF4AaABAg,0.047,0.912,0.041,-0.4234,"Funny insight into why authority in general can be said to have diminished. The general consensus is that too many people have access to give their opinion nowadays, as everyone have access to give their take on anything and everything, but this consensus may have come about from the massively inflation of ""the critic"", which was a more defined role previously. All this because of a legal system, and the norms following it, that was built for another type of technology? Is it possible to make the case that the culture of online critisism is somehow influenced by the judicial system demanding that people be critical if they are to reproduce some type of cultural artifact?",0,2021-06-21T17:32:04Z
Ugy9hos-oN7FDAA52Pl4AaABAg,0.0,0.275,0.725,0.8902,I love YouTubers like this. He's so dedicated.,22,2021-06-21T09:37:55Z
UgwnKpYVS0JKxkrSchN4AaABAg,0.0,0.779,0.221,0.3724,"""Youtube's copyright system isn't broken. The World's is.""
-Kaneki Ken",45,2021-06-20T07:57:41Z
UgxJj719KjOeCipwuUJ4AaABAg,0.14,0.578,0.282,0.4953,can't believe i was captivated for a full 42 minutes. its a great video!,1,2021-06-19T13:50:58Z
UgxCqW7plzmhUHbc8r54AaABAg,0.0,1.0,0.0,0.0,thats a title and a half,2,2021-06-17T19:51:31Z
UgwahdSgLFAVnt4_-Kx4AaABAg,0.0,0.566,0.434,0.3182,What about fan fictions?,0,2021-06-17T18:56:26Z
UgzjbdtXV3KbVnb5_fF4AaABAg,0.247,0.753,0.0,-0.3182,This content creator is a real critical thinker ngl,1,2021-06-16T12:43:23Z
UgyLLVuAaxzfvkuUswd4AaABAg,0.0,0.892,0.108,0.5423,The bit at 34:40 just makes me think about the current state of Mechanical Keyboards. The Cherry key switch patent expired and now the community is alight with superior reproductions.,3631,2021-06-16T00:09:23Z
Ugy0IgLN__LMV11UhiB4AaABAg,0.459,0.541,0.0,-0.5267,42:00 That must had hurt,0,2021-06-15T21:21:10Z
UgziZrRY-pSmq5U59rV4AaABAg,0.0,0.572,0.428,0.6696,Some of the best content on YouTube!,0,2021-06-15T20:15:46Z
UgxbsTNh9XJrOULj-qJ4AaABAg,0.0,0.693,0.307,0.476,0:08: YOUTUBE'S COPYRIGHT SYSTEM ISN'T BROKEN. THE w o r l d i s IS.,0,2021-06-15T07:40:57Z
UgxYEiJELAk9BL_yFmR4AaABAg,0.091,0.909,0.0,-0.4019,"Also some time ago Cxlvxn, obbyraids, and kenoz had an anonymous person copyright strike their videos. The person who issued the copy right got cxlvxn’s info and swatted him and a lot of serious events happened which brought on a lawsuit with YouTube so they settled it out and sued them copyrightee.",0,2021-06-15T02:01:44Z
Ugx6rBPksSSBjiTRS1h4AaABAg,0.102,0.898,0.0,-0.3818,"Note to self, if I have a photo or video or audio of anything. Just criticize it and booom I got a cross to ward off vampire lawyers",0,2021-06-15T01:50:54Z
UgyzoUBpg9z5kXC5zQl4AaABAg,0.0,1.0,0.0,0.0,Tom: Or you have to be one of the largest advertising f- *gets two un-skippable ads*,0,2021-06-14T05:51:03Z
UgzDO_dDNdUyTEQevSh4AaABAg,0.0,0.656,0.344,0.6369,love your opinion on how to adjust moving forward,1,2021-06-14T03:53:25Z
UgznBTfsGT-UrsNh-5V4AaABAg,0.184,0.816,0.0,-0.5574,"“We have to work around what the law is supposed to do” - Tom Scott, the serial robber",2,2021-06-13T14:53:47Z
