snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
The thing that infuriates me is that many copyright cases end with the confiscation of computers. That’s not an eye for an eye; that’s an eye for a dirty look.,0.9496314,0.045709558,0.0046590446,0.194,0.806,0.0,-0.7579
very well done.,0.009114696,0.11408937,0.8767959,0.245,0.755,0.0,-0.7579
"Long answer: this video
Short answer: *WE CANT*",0.7584909,0.21869782,0.022811176,0.789,0.211,0.0,-0.7579
"The chemical flag considerably bore because millennium proportionally bury upon a quaint tomato. acidic, public chocolate",0.5321463,0.43854073,0.029312937,0.194,0.806,0.0,-0.7579
its probably good tom is getting recommended,0.006034691,0.13249438,0.86147094,0.283,0.717,0.0,-0.7579
How can someone look 16 and 52 at the same time? This guy apparently knows,0.6190783,0.32915416,0.051767603,0.265,0.735,0.0,-0.7579
It would have been hysterical if this video was copyright stricken,0.39276195,0.47130454,0.13593347,0.481,0.426,0.092,-0.7562
Tom.... As you were talking about YouTube being the largest advertising firm.... I got an advert made me laugh so much.,0.0040392317,0.049212508,0.94674826,0.371,0.629,0.0,-0.7561
The world needs more geniuses like this guy. Mad Respect to this dude. Never seen a more rational and disciplined guy in my life.,0.007370364,0.054579034,0.9380506,0.185,0.766,0.049,-0.7552
this video is wow,0.0029331322,0.030176409,0.96689045,0.139,0.815,0.046,-0.755
@3:00 is that Jay Foreman?!,0.022393696,0.9213216,0.056284733,0.156,0.799,0.046,-0.7545
9:00 Ohhhh so that's why Key of Awesome can get away with their parodies! Since they directly criticize the original song in their lyrics. Wow so whether they knew copyright laws or it was by complete accident. They really don't have anything to worry about.,0.45638847,0.39397115,0.14964041,0.132,0.829,0.039,-0.7539
"Copyright ""should"" be for theft, not for making money without working !",0.67231864,0.30231872,0.025362648,0.032,0.962,0.007,-0.7538
Have you been demonetized and copy right striked yet? It's been 5 hours :/,0.7378752,0.24942458,0.012700227,0.238,0.616,0.145,-0.7527
"Photographers may depend on people paying to use their work to earn a living, but the problem with the argument ""you're cheating them out of money they deserve"" is that people posting stock photo based memes online aren't going to start buying the right to use them if they're made aware of this. They'll just stop using them instead so the creator gains nothing - arguably they even lose a good amount of potential free publicity.",0.72217846,0.2502346,0.027586982,0.391,0.609,0.0,-0.752
"This should go into some sort of youtube hall of fame, Tom really outdid himself here and I hope we will see more of this style of lengthy videos in the future.",0.002549062,0.048123147,0.9493278,0.149,0.822,0.029,-0.7506
One of my proudest moments on youtube was watching a video immediately before it got blocked. I had to reload the page due to the comments not loading (on mobile).,0.07410266,0.21175012,0.7141472,0.158,0.753,0.088,-0.7506
"Now with the new DMCA that is going to be passed, people who will get accuse because of copyright, will face felony charges and jail time. What a world.",0.8417699,0.14660294,0.011627213,0.228,0.772,0.0,-0.7506
mabey we should abolish capitalism,0.4664313,0.49680153,0.036767215,0.228,0.772,0.0,-0.7506
Great video. It was so good that I clicked the thumbs up twice!,0.0016476181,0.005664242,0.9926882,0.262,0.738,0.0,-0.7506
"The nice flax lastly steer because earthquake intuitively transport mid a drunk cougar. trite, scrawny wash",0.527914,0.39906,0.073026024,0.316,0.684,0.0,-0.7506
my music which i make myself gets copyrighted by youtube. I MAKE MY OWN MUSIC. 😡,0.58088994,0.33712766,0.08198246,0.181,0.819,0.0,-0.7506
Well If I owned a big company I would copyright all Musical note's individually CDEFGAHC yees ... then I would sue anybody who makes music with my tones.,0.6542021,0.30836585,0.03743203,0.268,0.669,0.064,-0.7506
"Good video gamer, I love you",0.002232431,0.012386802,0.9853808,0.205,0.7,0.095,-0.7506
"While I found your video quite a fair explanation on Copyright Infringement, your quick dismissal of ""video game streaming"" culture as little kids who would scream and shout if they couldn't stream, is quite dishonest. Video game developers and publishers aren't paying $10k PER HOUR to a streamer because they like their content infringed on. Streamers are active advertisement, and the industry has mostly seen the benifit of it. Not just because the viewers are little kids.",0.6519457,0.30490562,0.043148726,0.164,0.792,0.043,-0.7506
The solution. Every youtuber and musician sends a deluge of copyright requests for anything and everything. Overload them until they get sick of it.,0.66445106,0.2966719,0.038877103,0.226,0.662,0.111,-0.7506
so is it the world's or youtube's that if you have a few seconds of a song in your video they get all of the money instead of just a proportional amount of revenue based on the watch time of those few seconds??? would it be legal for youtube to give copyright claims out like this?,0.35521933,0.5915961,0.053184513,0.204,0.796,0.0,-0.7506
"People called the police when I walked into a bank with a shotgun, even though I said ""THIS ISN'T A ROBBERY"" as I fired into the ceiling.",0.8222767,0.16667742,0.011045964,0.416,0.584,0.0,-0.7506
9:14,0.1743849,0.6197976,0.2058175,0.444,0.556,0.0,-0.7506
Here after Herman Li got banned from Twitch for playing his own song on stream.,0.5277804,0.45453483,0.017684776,0.132,0.81,0.058,-0.7479
The effort you but into those videos,0.32380304,0.6326827,0.043514296,0.197,0.803,0.0,-0.7479
50 years would be perfect. Another couple of years and the entire collection of The Goodies would be available to public domain. I miss real comedy,0.05990875,0.22739176,0.71269953,0.137,0.806,0.056,-0.7472
"The conclusion: most laws are old, outdated, funked-up and bias. and they will discriminate against poor people and individual over big corporations. Also, almost everything you do can be sued, But hey, that's just my opinion, my YouTube user opinion.",0.8342392,0.1512339,0.014526902,0.239,0.761,0.0,-0.7469
Disputes the noun vs Disputes the verb... Google says the noun can be said both ways.,0.18628879,0.7268799,0.086831324,0.094,0.819,0.087,-0.7458
Copyright? yea okay but the big spoiler of the video is finding out that Wendover Productions is Ginger.,0.32584044,0.5754091,0.09875048,0.11,0.795,0.095,-0.7457
"Art is the interpretation of our surroundings....If you put it out ....We should be able 2 put our own interpretation on it -In own way!!!....Its greed!!....Its an infringement on our ability 2 create ART!!!!...
I should be able 2 create my own collaus of different samples ....4 these things influenced me !!...We should give credit...That in its self is giving people free advertisement !!!-I could understand having publishing rights....4 movies etc for 50 years....put we should be able 2 use some of the music within 8 years...for a small fee...I will allow it!!",0.16693301,0.5445465,0.2885205,0.199,0.731,0.069,-0.7452
Jay Foreman and 42 minutes of tom. You just saved this week.,0.0051264074,0.119697146,0.8751764,0.231,0.66,0.109,-0.745
Thanks Disney for the death + 70 years. Mickey Mouse sucks anyway.,0.8930018,0.09306998,0.013928225,0.216,0.784,0.0,-0.7447
So memes are copyright infringement?,0.6811262,0.30269364,0.016180212,0.173,0.761,0.066,-0.7438
this guy real big brain,0.22262236,0.5472135,0.23016414,0.132,0.845,0.023,-0.743
Awesome Gizmondo jumper!  Thumbs way up!,0.0015023645,0.012531488,0.98596615,0.512,0.488,0.0,-0.743
that was an amazingly informative video,0.003248298,0.024248505,0.9725032,0.474,0.526,0.0,-0.743
"""Don't @ me"" - @Tom Scott",0.17294218,0.7357376,0.09132017,0.24,0.76,0.0,-0.743
"Tom, you should run for office. We need people like you, not just for our entertainment.",0.11529312,0.44695815,0.4377488,0.24,0.76,0.0,-0.743
"*Bloopers follow this sponsored advertising*

Alright you got me",0.23104596,0.6670946,0.10185945,0.158,0.842,0.0,-0.743
"Since this video is educational and you are just showing small clips it should be okay to mention the things, right?",0.014074622,0.3743688,0.6115566,0.192,0.734,0.073,-0.743
"Hey, I have that shirt",0.027467793,0.69333607,0.27919614,0.343,0.657,0.0,-0.743
Is it me or does Tom looks 2 times as old as normal,0.5495079,0.4268877,0.023604399,0.156,0.844,0.0,-0.743
HES CAPPING BRO HES CAPPING,0.13445808,0.7411805,0.12436148,0.412,0.588,0.0,-0.743
I want Starship Troopers the book to be be public domain already,0.053910792,0.51705134,0.42903784,0.201,0.799,0.0,-0.743
"I make music, 50 years copyright sounds good to me, keep up the good work Tom",0.0036169703,0.03896105,0.957422,0.208,0.792,0.0,-0.743
"after 10 minutes I instinctively exit fullscreen anticipating the video to be over, looking at the timeline made me very happy. 

See you in 30minutes commenters :)",0.0026376145,0.025048992,0.97231346,0.201,0.799,0.0,-0.743
"If there's so many possibilities for a mafia/1984/existential Abandoned By Disney horror movie just based on the concept of copyright, that means only one thing. Scrub out all of the complicated stuff and start from the basics, and then calculate every reality possible to make sure that you can build the best framework for a copyright system, then actually get a group of people to test on their copyright systems or interview existing companies that abuse the current system and challenge them to abuse the new system before tweaking it as you go.
So, it's a guilty until proven innocent sort of deal, huh? That's frightening.
Actually, why not pay to create a huge group of people to help upload a whole bunch of copyrighted works that are created by original creators across the internet and just wait for them to get copyright struck, and then watch as the money built up from the years of the business growing have piled up and are now being spent to take everything to court to legally define everything.",0.5094126,0.428006,0.06258142,0.126,0.755,0.119,-0.7428
"The world's (world is) is
The world is is",0.07329113,0.6605443,0.26616454,0.187,0.698,0.115,-0.7428
“Until we live into magical post scarcity space communism...” Is that a prophecy Tom? I sure hope so,0.08969418,0.56485313,0.3454527,0.088,0.852,0.06,-0.7423
"I'm genuinely not surprised that LegalEagle was willing to film that scene, guys a legend",0.07670677,0.35009804,0.5731952,0.173,0.827,0.0,-0.742
tom reacts sounds like a genuinely good idea.,0.009820964,0.09976024,0.8904188,0.15,0.81,0.04,-0.7367
What is clear from this video is that copyright law is completely f*cked and should be scrapped entirely. Bring everything back to the drawing board before copyright existed and create a new system that works for the age we live in.,0.7998957,0.17626107,0.02384322,0.105,0.895,0.0,-0.7351
xQc?,0.18306394,0.6884287,0.1285073,0.323,0.677,0.0,-0.7351
those gosh darn kids,0.93746316,0.0556299,0.006906967,0.15,0.85,0.0,-0.7351
"Now lawyers, search for something to attack Tom here. Just to give him material for follow-up videos...",0.47063252,0.4965054,0.03286208,0.608,0.392,0.0,-0.7351
"I once put up a recording of my graduation concert - just me playing the piano for ten minutes straight. The recording was done by the school's staff and freely distributed to all the graduates. Within a month, someone claimed it's theirs and that was the end of it. You see, even though you're in the right, it's not like YT offers you a proper way to contest the claim either way. It automatically sides with the claimant - in other words, proven guilty...until maybe, potentially, if anyone can even be bothered, proven innocent. 



And that was just my silly piano concert - it wasn't even any good and wasn't even monetized to begin with. But hey, it's free real estate over here.",0.6323699,0.31229484,0.055335306,0.323,0.677,0.0,-0.7351
